,姓名,性别,职称,医院,一级科室,二级科室,简介
2567,胡伟锋,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,骨伤科,"骨科,人工,手术,置换术,四肢,主持,浙江大学,项"
2568,杨惠文,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,颈胸外科专家,"疾病,手术,切除,胸部,骨折,进行,肺叶,疝的"
2569,黄以政,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"学会,浙江省,泌尿外科,成员,获,委员会,发表,论文"
2570,黄晓军,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"浙江省,男科,男性,学会,疾病,早泄,泌尿外科,结合"
2571,胡青,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"泌尿外科,泌尿,尿失禁,中西医,治疗,学会,盆底,间质性"
2572,吕伯东,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"泌尿外科,疾病,中华,专科,诊治,中西医,阴茎,医院"
2573,赵高高,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"手术,中非共和国,男科,治疗,前列腺,保健,国际,中非"
2574,陈军,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"泌尿系,分会,前列腺,肿瘤,委员,发表,碎石,术"
2575,马寅锋,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"浙江省,术,前列腺,男科,阴茎,泌尿,肿瘤,疾病"
2576,段跃,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,泌尿外科,"前列腺,泌尿外科,男,委员,疾病,肿瘤,中西医,学会"
2577,杜杭根,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,神经外科,"浙江省,神经外科,委员会,农工民主党,临床,治疗,颅脑,主委"
2578,杜根安,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,神经外科,"肿瘤,治疗,硕士生,临床,浙江省,专业,神经外科,抗癌"
2579,何民,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,神经外科,"治疗,神经外科,期刊,发表,微创,中西医,手术,结合"
2580,刘建,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,外科专家,"临床,外科,肿瘤,腹腔镜,硕士生,消化道,基础,切除"
2581,冯永生,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,外科专家,"肿瘤,肿瘤外科,方案,消化道,化疗,术后,治疗,手术"
2582,楼新江,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,血管外科,"血管,医院,浙江省,外科,分会,学会,疾病,先后"
2583,余汁,男,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,血管外科,无
2584,杨惠文,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,甲状腺外科专科,"疾病,手术,切除,胸部,骨折,进行,肺叶,疝的"
2585,朱选文,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,男科,"男科,阴茎,男性,泌尿外科,发表,省教委,医疗,教学"
2586,黄晓军,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,男科,"浙江省,男科,男性,学会,疾病,早泄,泌尿外科,结合"
2587,陶婷婷,女,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,女性泌尿外科门诊,"泌尿外科,研究生,博士,浙江,泌尿系,工作,中医药大学,结石"
2588,杨惠文,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,乳腺肿瘤,"疾病,手术,切除,胸部,骨折,进行,肺叶,疝的"
2589,刘康,男,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),外科,足踝外科,"进修,足踝,中医药大学,科学,中医,骨伤,医院,外科"
2590,吕玲,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"妇产科,子宫,妊娠,分会,手术,浙江大学,治疗,教授"
2591,盛少琴,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"妇产科,理论,临床,教授,硕士生,浙江,教学,负责人"
2592,叶慧君,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"手术,妇产科,妇科,浙江省,疑难杂症,肿瘤,主持,参与"
2593,李瑞兰,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"妇产科,诊断,绝经期,妇科,多发病,生殖道,围,常见病"
2594,赵蕾,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"治疗,疾病,分会,女性,本科生,研究生,中医药,性疾病"
2595,宁玉梅,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"妇产科,妇科,疾病,工作,宫颈,诊治,中西医,毕业"
2596,李爱萍,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"子宫,妇科,治疗,不孕症,手术,输卵管,妇产科,临床"
2597,李东胜,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"疾病,妇产科,吉林大学,综合症,复旦大学,获,诊治,治疗"
2598,李东辉,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"子宫,综合症,流产,失调,不孕,妇产科,内膜,肌瘤"
2599,江延姣,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"妇产科,科研,妇科,诊断,教学,医师,分会,异位症"
2600,金丽华,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"疾病,中医,月经,学会,妇产科,流产,产后,反复"
2601,陈学奇,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,妇产科,"疾病,中医,浙江省,浙江,妇科,中医药学会,学术,早期"
2602,俞渊,女,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,不孕不育,无
2603,盛少琴,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),妇产科,更年期门诊,"妇产科,理论,临床,教授,硕士生,浙江,教学,负责人"
2604,王玲,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),儿科,儿科,"儿科,消化道,咳嗽,小儿,哮喘,呼吸道,过敏性,治疗"
2605,章殷捷,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),儿科,儿科,"疾病,儿科,浙江大学,入选,人才,儿童,浙江,儿科学"
2606,赖正清,男,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),儿科,中医儿科,"小儿,紫癜,中医药,减少,经验,基础,反复,学术"
2607,段玲玲,女,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),儿科,中医儿科,"中医,常见疾病,儿科学,儿科,专业,性早熟,硕士,腹泻"
2608,王素丽,女,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),儿科,中医儿科,"中医,哮喘,功能性,厌食,治疗,河北,擅长,南京中医药大学"
2609,张玲,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),眼科,眼科,"眼科,白内障,诊断,诊疗,医院,角膜,认真负责,眼视光"
2610,俞萍萍,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),眼科,眼科,"眼科,专业,斜视,白内障,青光眼,近视,临床,教学"
2611,俞萍萍,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),眼科,屈光专科,"眼科,专业,斜视,白内障,青光眼,近视,临床,教学"
2612,严洪海,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),口腔科,口腔科,"口腔,浙江省,牙,教授,学科,全国性,鉴定,专家"
2613,杜红江,男,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),口腔科,口腔内科,"口腔,内科,擅长,专业"
2614,张玲洁,女,医师,浙江省新华医院(浙江中医药大学附属第二医院),口腔科,口腔修复,"修复,口腔,方面,造诣"
2615,李军,男,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),口腔科,口腔综合,"正畸,口腔,方面,造诣"
2616,胡颖青,女,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),口腔科,儿童口腔,"儿童,疾病,口腔,温州,口腔医学,医科大学,行为,就诊"
2617,石海兰,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),皮肤科,皮肤科,"皮肤病,引起,治疗,湿疹,学,性皮炎,皮炎,性"
2618,宋震坤,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),医疗美容科,整形美容科,"美容,学会,委员,委员会,鉴定,浙江省,医学,医学会"
2619,陶明,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),精神科,临床心理科,"医学,睡眠,临床,浙江省,障碍,规划,专业,心理"
2620,韩耀静,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),精神科,临床心理科,"心理,精神障碍,临床,医院,障碍,浙江省,卫生学,躯体"
2621,陈玉芳,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),传染科,肝病科,"病人,药物,中西医,治疗,患者,免疫性,解开,肝炎"
2622,茹清静,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),传染科,肝病科,"中医,肝病,疾病,硕士生,胃肠,专家,浙江省,痤疮"
2623,薛来英,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),传染科,肝病科,"原,疑难,浙江医科大学,授予,诊治,传染病,临床,光荣称号"
2624,高文仓,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),肿瘤科,肿瘤科,"肿瘤,治疗,医学,分会,提高,医院,患者,医学会"
2625,陈滨海,男,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),肿瘤科,经方肿瘤门诊,"常见病,肿瘤,经方,古方,毕业,中医药大学,中医,针灸"
2626,杨静,女,主治医师,浙江省新华医院(浙江中医药大学附属第二医院),肿瘤科,肿瘤癌痛针刺治疗门诊,"针灸,师从,肿瘤,教授,内科,结合,治疗,中医"
2627,陈卫建,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),肿瘤科,中医肿瘤脾胃科专家,"教授,中医,中医药学会,浙江,参与,胃炎,委员,分会"
2628,夏冬,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),麻醉科,疼痛科,"治疗,疼痛,发表,参与,科研项目,浙江大学,本科生,肩周炎"
2629,庞德湘,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"肿瘤,中医,中西医,浙江省,诊治,结合,硕士,康复"
2630,蔡宛如,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"疾病,浙江省,呼吸,中医,学科,结合,内科,中医药学会"
2631,何赛萍,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"经验,疗效,临床,卵巢,治疗,早衰,月经不调,排卵"
2632,黄平,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"浙江省,疾病,糖尿病,浙江,中医,中医药学会,委员,内分泌"
2633,叶新苗,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"针刀,治疗,分会,性,疾病,方剂,中医药学会,高脂血症"
2634,温成平,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"中医,委员会,博士后,重点学科,风湿病,教授,带头人,联合会"
2635,施维群,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"肝,诊断,肝病,妊娠,肿瘤,纤维化,肝硬化,治疗"
2636,狄永清,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"中医药,胃溃疡,病,肝胆,擅长,治疗,胃炎,疑难杂症"
2637,应耀虎,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"疾病,治疗,研究,中医,老年病,高血压,诊治,呼吸"
2638,朱君华,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"治疗,肠炎,中医肿瘤,手术,消化性,消化系统,原因,溃疡"
2639,范永升,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"关节炎,病,中西医,成人,结合,雷诺病,治疗,sill"
2640,陈学奇,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"疾病,中医,浙江省,浙江,妇科,中医药学会,学术,早期"
2641,何富乐,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需,"分会,肿瘤,亚健康,中医药学会,药茶,中西医,擅长,系统性"
2642,万海同,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名医馆特需（心脑血管）,"后遗症,综合症,老年性,疾病,眩晕,高脂血症,头痛,供"
2643,茹清静,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名中医馆,"中医,肝病,疾病,硕士生,胃肠,专家,浙江省,痤疮"
2644,周旭文,女,副主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名中医馆,"障碍,脑震荡,中医药,治疗,积液,眩晕,颅脑,老年痴呆"
2645,程志清,女,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名中医馆,"浙江省,学会,专业,博士生,中西医,中医药,特色,委员"
2646,王新昌,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名中医馆,"治疗,风湿,中西医,分会,硕士生,结合,类风湿,青年"
2647,缪锡民,男,主任医师,浙江省新华医院(浙江中医药大学附属第二医院),中医科,名中医馆,"肝病,病,中医,肠炎,高脂血症,分会,调理,头痛"
